first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value,,,
Giorgi,O'Shirine,Male,68,1981-06-20,41,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,15,6 Novick Alley,3934,VIC,Australia,8,0.54,0.675,0.675,0.57375,210,219,1.125,,,
Vittoria,Whitney,Female,95,1981-06-03,41,Research Assistant I,n/a,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11,1.01,1.01,1.2625,1.2625,#REF!,291,1.0359375,,,
Emelen,Bidnall,Male,79,1981-08-05,41,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,0.61,0.7625,0.953125,0.953125,#REF!,302,1.03,,,
Zach,Hedman,Male,87,1981-09-11,41,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,0.9,1.125,1.40625,1.40625,#REF!,320,1.015625,,,
Honey,Gosdin,Female,0,1981-11-29,41,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,0.79,0.79,0.9875,0.839375,#REF!,322,1.0125,,,
Aldridge,Poskitt,Male,84,1982-02-10,41,VP Sales,n/a,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,0.65,0.65,0.8125,0.690625,#REF!,326,1.009375,,,
Sandor,Stirland,Male,67,1981-05-26,41,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,0.77,0.77,0.9625,0.9625,#REF!,349,0.9875,,,
Augustus,Bourley,Male,60,1981-08-17,41,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,0.47,0.47,0.5875,0.5875,#REF!,366,0.975,,,
Stearne,Trolley,Male,42,1982-02-01,41,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,0.67,0.67,0.8375,0.8375,#REF!,450,0.9,,,
Amabel,,Female,71,1981-09-14,41,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,0.8,1,1,0.85,#REF!,530,0.82875,,,
Aldin,Newsome,Male,24,1981-07-06,41,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,0.61,0.61,0.7625,0.648125,#REF!,648,0.725,,,
Sibby,Skinner,Female,25,1981-05-05,41,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,0.41,0.5125,0.5125,0.435625,#REF!,682,0.7,,,
Shepperd,Leonards,Male,17,1981-04-14,41,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,0.54,0.675,0.84375,0.7171875,#REF!,733,0.6625,,,
Therese,Brotherhood,Female,30,1981-07-28,41,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,0.58,0.58,0.725,0.61625,#REF!,780,0.62421875,,,
Cherye,Stanfield,Female,0,1981-07-05,41,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,0.94,0.94,1.175,1.175,#REF!,797,0.6,,,
Francklin,Cross,Male,51,1981-04-06,41,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,0.82,1.025,1.28125,1.0890625,#REF!,921,0.49,,,
Martelle,Tuppeny,Female,52,1981-02-03,42,Marketing Assistant,Manufacturing,Mass Customer,N,No,9,261 Grayhawk Way,2226,NSW,Australia,10,0.97,0.97,1.2125,1.030625,43,54,1.38125,,,
Esther,Rooson,Female,14,1981-02-22,42,,Financial Services,Mass Customer,N,No,5,5186 Main Trail,2046,NSW,Australia,9,0.63,0.63,0.7875,0.669375,61,78,1.3375,,,
Flossy,Concannon,Female,64,1980-10-20,42,Staff Accountant IV,Financial Services,Affluent Customer,N,No,8,802 Mallory Park,3919,VIC,Australia,2,0.63,0.63,0.63,0.63,81,104,1.2875,,,
Mandie,Jeffryes,Female,60,1981-02-16,42,Business Systems Development Analyst,n/a,High Net Worth,N,No,7,96515 Di Loreto Pass,4109,QLD,Australia,9,0.63,0.63,0.7875,0.7875,180,195,1.1475,,,
Celeste,Fretson,Female,91,1980-09-16,42,Product Engineer,IT,Mass Customer,N,No,9,14709 Portage Avenue,2166,NSW,Australia,9,0.95,0.95,1.1875,1.009375,243,252,1.073125,,,
Loleta,Aberdalgy,Female,45,1981-02-15,42,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,0.76,0.76,0.76,0.646,#REF!,304,1.025,,,
Kaylyn,Jakaway,Female,45,1980-07-30,42,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,0.52,0.52,0.52,0.52,#REF!,356,0.9828125,,,
Dodi,Kiggel,Female,5,1980-08-15,42,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,0.65,0.8125,1.015625,0.86328125,#REF!,405,0.93,,,
Killian,Nettles,Male,44,1980-09-01,42,Marketing Assistant,n/a,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,0.71,0.71,0.71,0.71,#REF!,507,0.85,,,
Gaultiero,Fibbens,Male,41,1980-03-14,42,Help Desk Technician,n/a,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,0.63,0.63,0.7875,0.7875,#REF!,507,0.85,,,
Perry,Whitehurst,Male,79,1980-05-29,42,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,0.71,0.8875,0.8875,0.8875,#REF!,524,0.83671875,,,
Shane,Diss,Female,50,1980-10-29,42,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,1.01,1.2625,1.2625,1.2625,#REF!,662,0.711875,,,
Maurizia,Ritmeyer,Female,95,1980-04-09,42,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,0.4,0.5,0.625,0.53125,#REF!,684,0.7,,,
Lynnell,Shoesmith,Female,44,1981-01-29,42,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,0.53,0.6625,0.6625,0.6625,#REF!,700,0.6875,,,
Eleonora,Wiszniewski,Female,49,1980-04-23,42,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,1.01,1.01,1.01,1.01,#REF!,788,0.6125,,,
Darlleen,Shalcras,Female,77,1980-09-14,42,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,0.99,0.99,1.2375,1.051875,#REF!,801,0.59765625,,,
Maurine,Clee,Female,45,1980-09-13,42,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,0.43,0.5375,0.671875,0.671875,#REF!,854,0.561,,,
Egor,Mariette,Male,42,1980-11-26,42,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,0.88,0.88,0.88,0.88,#REF!,862,0.5525,,,
Antoinette,,Female,72,1980-07-28,42,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,0.8,0.8,1,1,#REF!,888,0.525,,,
Moll,Ogilby,Female,25,1980-12-19,42,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,1.04,1.3,1.3,1.105,#REF!,963,0.44,,,
Sharron,Claibourn,Female,62,1980-01-26,43,,Financial Services,High Net Worth,N,Yes,17,555 Hermina Avenue,2280,NSW,Australia,8,0.64,0.8,0.8,0.8,22,30,1.4609375,,,
Mitchell,MacCague,Male,58,1979-04-11,43,,Manufacturing,Mass Customer,N,No,15,240 Acker Avenue,3190,VIC,Australia,8,0.87,0.87,0.87,0.7395,28,38,1.4375,,,
Briant,Ladley,Male,75,1979-12-17,43,Recruiter,Argiculture,Mass Customer,N,No,12,2 Schlimgen Terrace,2750,NSW,Australia,8,0.77,0.77,0.77,0.6545,43,57,1.375,,,
Daryl,Pauncefort,Female,12,1979-06-18,43,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12,0 Dexter Parkway,2380,NSW,Australia,3,0.54,0.675,0.675,0.57375,107,133,1.2375,,,
Norina,Blakeway,Female,60,1980-02-11,43,Programmer Analyst II,Property,Mass Customer,N,Yes,3,75813 Lawn Lane,3081,VIC,Australia,8,0.46,0.575,0.575,0.48875,107,133,1.2375,,,
Emilie,Brody,Female,3,1979-05-22,43,Director of Sales,n/a,Mass Customer,N,Yes,3,5388 Burrows Alley,2073,NSW,Australia,11,0.79,0.9875,1.234375,1.04921875,136,163,1.18203125,,,
Dorian,Stollen,Male,78,1980-02-16,43,Statistician I,Financial Services,Mass Customer,N,Yes,18,72922 Cambridge Terrace,2026,NSW,Australia,11,0.83,1.0375,1.296875,1.10234375,200,219,1.125,,,
Kermit,Lebond,Male,36,1980-02-01,43,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8,0.42,0.42,0.42,0.357,294,295,1.03125,,,
Muffin,Grigolon,Male,7,1979-10-31,43,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,0.53,0.53,0.6625,0.563125,#REF!,361,0.9775,,,
Aloysius,Glowacz,Male,72,1979-03-24,43,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,0.46,0.46,0.575,0.575,#REF!,396,0.9375,,,
Laurie,,Male,31,1979-07-28,43,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,0.48,0.6,0.75,0.6375,#REF!,475,0.881875,,,
Fitzgerald,Hellikes,Male,25,1979-07-28,43,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,0.59,0.7375,0.7375,0.626875,#REF!,478,0.88,,,
Wyndham,Woolford,Male,1,1979-10-22,43,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,0.54,0.54,0.54,0.459,#REF!,591,0.782,,,
Ajay,Worham,Female,80,1979-09-30,43,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,0.46,0.575,0.575,0.48875,#REF!,606,0.765,,,
Agnola,Batterson,Female,86,1980-01-03,43,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,0.58,0.58,0.725,0.61625,#REF!,747,0.6545,,,
Nichols,Devinn,Male,47,1979-09-29,43,Recruiter,n/a,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,0.76,0.76,0.95,0.95,#REF!,842,0.57,,,
Julita,Prene,Female,14,1979-05-16,43,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,0.63,0.7875,0.7875,0.7875,#REF!,913,0.499375,,,
Lucine,Stutt,Female,64,1979-01-28,44,Account Representative III,Manufacturing,Affluent Customer,N,Yes,5,207 Annamark Plaza,4814,QLD,Australia,1,0.68,0.85,0.85,0.85,4,4,1.703125,,,
Nobe,McAughtry,Male,25,1978-12-14,44,,n/a,Mass Customer,N,No,12,1 Orin Hill,4510,QLD,Australia,5,0.91,0.91,0.91,0.7735,68,89,1.3125,,,
Kort,Disley,Male,66,1979-02-05,44,Technical Writer,Health,Mass Customer,N,Yes,7,76 Donald Trail,2160,NSW,Australia,9,1.04,1.3,1.625,1.38125,196,219,1.125,,,
Gothart,Artus,Male,52,1978-05-31,44,Health Coach IV,Health,Mass Customer,N,Yes,14,21824 Northridge Alley,2117,NSW,Australia,10,0.85,1.0625,1.328125,1.12890625,210,231,1.105,,,
Federico,Leuty,Male,59,1978-12-11,44,Product Engineer,Property,High Net Worth,N,Yes,11,720 Menomonie Crossing,2380,NSW,Australia,4,0.61,0.7625,0.7625,0.7625,230,249,1.07578125,,,
Sherrie,Godleman,Female,37,1978-04-02,44,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2,1.06,1.06,1.06,0.901,270,282,1.04921875,,,
Roch,Symson,Female,96,1978-05-13,44,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,0.96,0.96,1.2,1.2,311,312,1.02,,,
Zechariah,McReidy,Male,32,1978-07-22,44,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,0.66,0.66,0.66,0.66,#REF!,329,1,,,
Erhard,O'Moylane,Male,33,1978-05-27,44,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,0.81,1.0125,1.0125,1.0125,#REF!,334,0.99875,,,
Giulia,Hazart,Female,57,1978-08-02,44,Help Desk Technician,n/a,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,0.44,0.44,0.55,0.4675,#REF!,371,0.96875,,,
Carolann,Raatz,Female,25,1979-02-26,44,Chief Design Engineer,n/a,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,0.47,0.47,0.47,0.47,#REF!,386,0.945625,,,
Kit,Easdon,Male,61,1978-10-26,44,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,0.47,0.47,0.47,0.47,#REF!,433,0.90625,,,
Jethro,Mertel,Male,16,1978-12-10,44,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,0.81,1.0125,1.0125,0.860625,#REF!,536,0.825,,,
Lucretia,D'Agostini,Female,41,1978-12-14,44,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,1.1,1.1,1.1,1.1,#REF!,536,0.825,,,
Cami,Eitter,Female,34,1979-01-03,44,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,0.85,1.0625,1.328125,1.328125,#REF!,551,0.818125,,,
Lanie,Cobbold,Male,57,1978-12-31,44,Senior Sales Associate,n/a,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,0.67,0.8375,0.8375,0.711875,#REF!,595,0.775625,,,
Menard,Venmore,Male,97,1978-04-04,44,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,0.94,0.94,1.175,1.175,#REF!,637,0.7375,,,
Selle,Casper,Female,98,1978-03-27,44,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,1,1.25,1.5625,1.328125,#REF!,684,0.7,,,
Rockie,MacKibbon,Male,42,1978-04-20,44,,n/a,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,0.62,0.775,0.775,0.65875,#REF!,691,0.690625,,,
Flore,Cashen,Female,79,1978-06-21,44,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,1.02,1.02,1.02,1.02,#REF!,760,0.6375,,,
Adria,Van den Velde,Female,39,1978-07-10,44,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,0.73,0.9125,0.9125,0.9125,#REF!,810,0.5875,,,
Rodrique,Vernon,Male,70,1978-08-06,44,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,1.02,1.02,1.02,1.02,#REF!,820,0.584375,,,
Andy,Deeming,Male,79,1979-01-09,44,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,0.5,0.625,0.625,0.625,#REF!,832,0.575,,,
Darwin,Bumpas,Male,24,1978-12-27,44,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,1.1,1.375,1.375,1.375,#REF!,856,0.56,,,
Craggy,Happel,Male,37,1979-02-10,44,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,1.05,1.3125,1.3125,1.3125,#REF!,859,0.5578125,,,
Joane,Caldes,Female,84,1978-03-17,44,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,1.08,1.35,1.6875,1.6875,#REF!,928,0.48,,,
Tabbatha,Averill,Female,5,1977-12-17,45,Quality Control Specialist,n/a,Affluent Customer,N,Yes,13,663 8th Parkway,2257,NSW,Australia,8,0.8,1,1,1,16,23,1.5,,,
Maisie,Maddox,Female,27,1977-05-09,45,Assistant Manager,Financial Services,Affluent Customer,N,No,20,8 Dennis Point,3226,VIC,Australia,9,0.43,0.43,0.5375,0.5375,23,32,1.453125,,,
Gale,Disbrow,Female,59,1977-05-14,45,Cost Accountant,Financial Services,Mass Customer,N,Yes,17,169 Bashford Drive,3741,VIC,Australia,7,0.41,0.5125,0.5125,0.435625,34,46,1.4078125,,,
Heinrick,Shilstone,Male,60,1978-02-11,45,,Manufacturing,Affluent Customer,N,No,10,998 Gale Park,3174,VIC,Australia,8,0.41,0.41,0.41,0.41,37,50,1.40625,,,
Patricia,Everix,Female,34,1978-02-19,45,Director of Sales,Health,Mass Customer,N,No,19,91164 Washington Terrace,2263,NSW,Australia,7,0.49,0.49,0.49,0.4165,62,89,1.3125,,,
Andromache,Bonafacino,Female,84,1977-09-01,45,,Retail,Mass Customer,N,No,11,74 Carpenter Street,2015,NSW,Australia,9,1.03,1.03,1.2875,1.094375,62,89,1.3125,,,
Dolley,Starmont,Female,53,1977-11-08,45,Geologist IV,Manufacturing,Affluent Customer,N,No,18,4252 Dovetail Pass,4129,QLD,Australia,6,0.81,0.81,0.81,0.81,85,114,1.275,,,
Jerrine,Cosbey,Female,21,1978-01-11,45,Junior Executive,Financial Services,High Net Worth,N,Yes,6,29307 Russell Avenue,3094,VIC,Australia,9,0.4,0.5,0.625,0.625,85,114,1.275,,,
Lacy,Drance,Female,27,1978-02-05,45,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,492 Waywood Lane,2750,NSW,Australia,8,0.82,1.025,1.025,1.025,102,133,1.2375,,,
Tedra,Goodbanne,Female,4,1978-01-15,45,Senior Quality Engineer,n/a,Mass Customer,N,Yes,6,8 Debs Road,3934,VIC,Australia,9,0.73,0.9125,1.140625,0.96953125,127,158,1.1875,,,
Wallace,Newart,Male,91,1977-12-06,45,,IT,Mass Customer,N,No,17,29007 Dapin Street,4650,QLD,Australia,1,0.86,0.86,1.075,0.91375,194,223,1.115625,,,
Parnell,Lamprey,Male,23,1977-04-08,45,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,0.76,0.76,0.76,0.76,310,322,1.0125,,,
Dwayne,Doel,Male,80,1978-01-21,45,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,0.55,0.6875,0.859375,0.859375,#REF!,401,0.935,,,
Leese,Huckleby,Female,67,1977-09-10,45,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,0.53,0.6625,0.6625,0.6625,#REF!,405,0.93,,,
Opal,Cleare,Female,6,1977-09-26,45,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,1.03,1.2875,1.609375,1.609375,#REF!,429,0.91,,,
Carita,Sand,Female,25,1977-03-20,45,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,0.4,0.4,0.5,0.425,#REF!,464,0.890625,,,
Park,,Male,39,1977-11-08,45,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,0.43,0.43,0.43,0.43,#REF!,495,0.86328125,,,
Katy,Crooke,Female,0,1977-06-30,45,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,0.68,0.68,0.85,0.7225,#REF!,546,0.8234375,,,
Nicol,Bertot,Female,25,1977-09-11,45,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,0.77,0.9625,0.9625,0.9625,#REF!,658,0.7125,,,
Andrew,Froment,Male,58,1977-07-19,45,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,0.42,0.42,0.42,0.42,#REF!,684,0.7,,,
Arman,Yakubov,Male,68,1977-10-07,45,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,0.94,1.175,1.175,1.175,#REF!,691,0.690625,,,
Brendis,Pineaux,Male,12,1978-01-15,45,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,0.61,0.61,0.61,0.5185,#REF!,719,0.675,,,
Candy,,Female,23,1977-12-08,45,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,0.83,0.83,0.83,0.7055,#REF!,951,0.4505,,,
Rutledge,Hallt,Male,23,1976-10-06,46,Compensation Analyst,Financial Services,Mass Customer,N,No,8,7 Nevada Crossing,2620,NSW,Australia,7,0.52,0.52,0.52,0.442,5,6,1.671875,,,
Melba,Spellacy,Female,38,1976-12-09,46,VP Marketing,Health,Mass Customer,N,No,4,0591 Anzinger Circle,2232,NSW,Australia,10,0.59,0.59,0.7375,0.626875,9,14,1.59375,,,
Winnifred,Beswetherick,Female,83,1976-06-08,46,Actuary,Financial Services,Mass Customer,N,No,14,61 4th Street,3040,VIC,Australia,10,0.63,0.63,0.7875,0.669375,12,17,1.546875,,,
Tessa,Friese,Female,89,1976-10-24,46,Health Coach II,Financial Services,Mass Customer,N,No,21,98158 Alpine Point,4212,QLD,Australia,9,0.89,0.89,1.1125,0.945625,124,157,1.1953125,,,
Robert,Corkill,Male,55,1976-03-12,46,Clinical Specialist,Health,Mass Customer,N,No,4,5612 Toban Point,2227,NSW,Australia,10,0.68,0.68,0.85,0.7225,133,166,1.175,,,
Benoit,Harniman,Male,31,1976-08-27,46,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7,0.83,0.83,0.83,0.83,171,206,1.1375,,,
Theresa,Cowper,Female,99,1976-08-24,46,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10,0.55,0.55,0.6875,0.584375,242,271,1.06,,,
Egon,Ortells,Male,35,1976-06-11,46,Structural Engineer,Manufacturing,Affluent Customer,N,No,13,3 Sundown Hill,2168,NSW,Australia,9,0.45,0.45,0.5625,0.5625,244,274,1.051875,,,
Raye,Roo,Female,64,1976-03-07,46,Database Administrator I,Financial Services,Mass Customer,N,Yes,16,1199 Express Plaza,3046,VIC,Australia,9,0.94,1.175,1.46875,1.2484375,249,278,1.05,,,
Giana,Staresmeare,Female,96,1976-04-20,46,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,0.86,1.075,1.34375,1.34375,264,289,1.0375,,,
Paxon,Roomes,Male,78,1976-11-06,46,Information Systems Manager,n/a,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,0.56,0.7,0.7,0.7,305,320,1.015625,,,
Bastien,Ibbeson,Male,53,1976-11-04,46,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,0.91,0.91,0.91,0.7735,#REF!,401,0.935,,,
Matias,Melloi,Male,61,1977-02-03,46,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,0.98,0.98,1.225,1.225,#REF!,444,0.9,,,
Heloise,Fairpool,Female,17,1976-09-07,46,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,1.09,1.09,1.09,1.09,#REF!,455,0.8925,,,
Clevey,Aisthorpe,Male,27,1976-09-20,46,Software Consultant,n/a,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,0.58,0.725,0.90625,0.7703125,#REF!,502,0.8585,,,
Katleen,Arnoult,Female,6,1976-11-24,46,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,0.63,0.7875,0.984375,0.83671875,#REF!,507,0.85,,,
Adriane,Richardson,Female,81,1976-03-10,46,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,1.02,1.02,1.275,1.275,#REF!,513,0.8415,,,
Laurel,Devennie,Female,78,1976-09-25,46,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,0.41,0.41,0.41,0.41,#REF!,536,0.825,,,
Shepherd,Dutchburn,Male,33,1976-08-12,46,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,0.56,0.7,0.875,0.875,#REF!,575,0.796875,,,
Nicol,Swinford,Male,65,1976-12-07,46,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,0.63,0.63,0.63,0.63,#REF!,609,0.7625,,,
Madella,Marquiss,Female,51,1976-10-08,46,VP Marketing,n/a,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,0.9,0.9,0.9,0.9,#REF!,644,0.73046875,,,
Israel,Brough,Male,29,1976-10-29,46,,n/a,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,0.58,0.725,0.725,0.61625,#REF!,651,0.7225,,,
Cecil,Gant,Male,52,1976-07-16,46,,n/a,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,1.02,1.275,1.275,1.275,#REF!,668,0.7055,,,
Morganica,Bentke,Female,40,1977-01-03,46,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,0.92,1.15,1.4375,1.4375,#REF!,724,0.67,,,
Damian,Renard,Male,43,1976-07-19,46,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,0.72,0.72,0.9,0.9,#REF!,744,0.65625,,,
Manny,Mandy,Male,36,1977-01-28,46,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,1.07,1.07,1.07,0.9095,#REF!,820,0.584375,,,
Kizzee,Agget,Female,98,1976-07-25,46,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,0.85,0.85,1.0625,1.0625,#REF!,930,0.478125,,,
Liane,Abelevitz,Female,26,1976-11-25,46,Operator,n/a,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,0.69,0.69,0.69,0.5865,#REF!,951,0.4505,,,
Artemis,Swanson,Male,77,1977-02-12,46,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,0.72,0.9,0.9,0.765,#REF!,979,0.4165,,,
Arleen,Casbolt,Female,48,1975-05-10,47,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,13,41042 Lotheville Crossing,4817,QLD,Australia,1,0.69,0.8625,0.8625,0.8625,22,36,1.44765625,,,
